,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
1,202101010301,Other,6,11,ララマカロン,大野拓弥,芝,1200,良  ,4.7,2
2,202101010301,Other,2,4,カワカミカリーナ,泉谷楓真,芝,1200,良  ,3.0,3
3,202101010301,Other,2,3,ロゼクラン,団野大成,芝,1200,良  ,9.1,4
4,202101010301,Other,5,10,マニトゥーリン,小沢大仁,芝,1200,良  ,62.1,5
5,202101010301,Other,7,14,トミケンサルタール,坂井瑠星,芝,1200,良  ,29.7,6
6,202101010301,Other,1,1,キョウエイノータス,菱田裕二,芝,1200,良  ,53.9,7
7,202101010301,Other,3,6,ウォーターリリー,秋山稔樹,芝,1200,良  ,38.4,8
8,202101010301,Other,6,12,サンミラー,横山琉人,芝,1200,良  ,12.9,9
9,202101010301,Other,7,13,トゥールアンレール,横山武史,芝,1200,良  ,7.1,10
10,202101010301,Other,4,8,クールシラユリ,菊沢一樹,芝,1200,良  ,109.6,11
11,202101010301,Other,8,16,ウヒョウノヒビキ,横山和生,芝,1200,良  ,99.2,12
12,202101010301,Other,4,7,キタノフェスタ,小林凌大,芝,1200,良  ,222.4,13
13,202101010301,Other,8,15,オマツリサンバ,永島まな,芝,1200,良  ,41.9,14
14,202101010301,Other,3,5,フルオブハピネス,山田敬士,芝,1200,良  ,245.4,15
15,202101010301,Other,5,9,ミスティックアイル,吉田隼人,芝,1200,良  ,4.7,16
0,202101010302,Other,7,11,ロンズデーライト,吉田隼人,ダ,1700,良  ,4.9,1
1,202101010302,Other,1,1,ウォリアープライド,横山和生,ダ,1700,良  ,3.2,2
2,202101010302,Other,2,2,メイショウケンジャ,菱田裕二,ダ,1700,良  ,4.9,3
3,202101010302,Other,8,12,セルヴォ,国分恭介,ダ,1700,良  ,24.5,4
4,202101010302,Other,7,10,ガリレオインパクト,藤岡佑介,ダ,1700,良  ,6.2,5
5,202101010302,Other,4,5,ブラッティーキッド,水口優也,ダ,1700,良  ,26.8,6
6,202101010302,Other,5,7,ヤマイチキャプテン,横山琉人,ダ,1700,良  ,51.1,7
7,202101010302,Other,4,4,バケル,亀田温心,ダ,1700,良  ,28.7,8
8,202101010302,Other,3,3,ラトゥールレディー,小沢大仁,ダ,1700,良  ,61.6,9
9,202101010302,Other,6,8,ラストストーリー,山田敬士,ダ,1700,良  ,33.8,10
10,202101010302,Other,6,9,ニシノワクテカ,勝浦正樹,ダ,1700,良  ,6.7,11
11,202101010302,Other,8,13,シルヴェラード,坂井瑠星,ダ,1700,良  ,144.1,12
12,202101010302,Other,5,6,テキサスブロンコ,大野拓弥,ダ,1700,良  ,23.7,13
0,202101010303,Other,6,9,エルディアブロ,団野大成,芝,2600,良  ,3.9,1
1,202101010303,Other,7,10,ブレスオブライフ,荻野琢真,芝,2600,良  ,36.9,2
2,202101010303,Other,1,1,マッソニアーナ,永島まな,芝,2600,良  ,5.1,3
3,202101010303,Other,5,6,ポンフー,勝浦正樹,芝,2600,良  ,81.0,4
4,202101010303,Other,4,5,グレイシャーベイ,泉谷楓真,芝,2600,良  ,4.1,5
5,202101010303,Other,8,12,ジャストフィット,横山和生,芝,2600,良  ,37.7,6
6,202101010303,Other,4,4,ブライエス,国分恭介,芝,2600,良  ,71.0,7
7,202101010303,Other,2,2,サンマルビクトリー,古川吉洋,芝,2600,良  ,50.4,8
8,202101010303,Other,3,3,レッドクラーガ,吉田隼人,芝,2600,良  ,28.7,9
9,202101010303,Other,8,13,ラジェドール,大野拓弥,芝,2600,良  ,20.8,10
10,202101010303,Other,5,7,コーズウェイヘッド,坂井瑠星,芝,2600,良  ,15.9,11
11,202101010303,Other,6,8,スパークフューチャ,亀田温心,芝,2600,良  ,23.4,12
12,202101010303,Other,7,11,ワセダハーツ,小沢大仁,芝,2600,良  ,3.6,13
0,202101010304,Other,7,9,ディーエスボンバー,菱田裕二,ダ,1700,良  ,11.5,1
1,202101010304,Other,6,7,ジョークラッシャー,荻野琢真,ダ,1700,良  ,1.8,2
2,202101010304,Other,5,5,エアセイラン,池添謙一,ダ,1700,良  ,4.6,3
3,202101010304,Other,3,3,キタノプレアー,山田敬士,ダ,1700,良  ,234.1,4
4,202101010304,Other,6,8,アブルマドール,横山和生,ダ,1700,良  ,11.5,5
5,202101010304,Other,7,10,フォトンストリーム,黛弘人,ダ,1700,良  ,355.9,6
6,202101010304,Other,4,4,マーブルウェイ,小沢大仁,ダ,1700,良  ,41.5,7
7,202101010304,Other,5,6,ミスズメジャー,古川吉洋,ダ,1700,良  ,18.2,8
8,202101010304,Other,1,1,メイショウムート,永島まな,ダ,1700,良  ,37.3,9
9,202101010304,Other,8,12,メイショウシンウチ,団野大成,ダ,1700,良  ,5.5,10
10,202101010304,Other,2,2,ビクトリージャック,亀田温心,ダ,1700,良  ,153.0,11
11,202101010304,Other,8,11,マイネルニゲラ,丹内祐次,ダ,1700,良  ,62.5,12
0,202101010305,Other,6,7,ポメランチェ,藤岡佑介,芝,1200,良  ,7.1,1
1,202101010305,Other,8,11,ナムラリコリス,泉谷楓真,芝,1200,良  ,15.7,2
2,202101010305,Other,5,5,フリートオブフット,横山武史,芝,1200,良  ,4.1,3
3,202101010305,Other,4,4,ロジマギーゴー,吉田隼人,芝,1200,良  ,9.9,4
4,202101010305,Other,1,1,ミウィ,古川吉洋,芝,1200,良  ,52.7,5
5,202101010305,Other,6,8,コスモツカサ,丹内祐次,芝,1200,良  ,4.7,6
6,202101010305,Other,7,9,ワンエルメス,永島まな,芝,1200,良  ,7.4,7
7,202101010305,Other,5,6,ニシノタマユラ,黛弘人,芝,1200,良  ,8.5,8
8,202101010305,Other,8,12,アンドレア,団野大成,芝,1200,良  ,54.6,9
9,202101010305,Other,3,3,ロングセラーアスク,荻野琢真,芝,1200,良  ,11.2,10
10,202101010305,Other,2,2,ユメコイ,池添謙一,芝,1200,良  ,24.9,11
11,202101010305,Other,7,10,パラディネーヴェ,大野拓弥,芝,1200,良  ,94.5,12
0,202101010306,Other,7,7,アーリーレッグ,横山武史,ダ,1000,良  ,1.8,1
1,202101010306,Other,4,4,エムティゲラン,横山和生,ダ,1000,良  ,7.3,2
2,202101010306,Other,2,2,タマモベローナ,菱田裕二,ダ,1000,良  ,14.3,3
3,202101010306,Other,3,3,ニシノフウジン,勝浦正樹,ダ,1000,良  ,3.9,4
4,202101010306,Other,6,6,アドレマピュス,吉田隼人,ダ,1000,良  ,14.9,5
5,202101010306,Other,1,1,ミュージアムピース,黛弘人,ダ,1000,良  ,29.1,6
6,202101010306,Other,5,5,ストリッパーズ,竹之下智,ダ,1000,良  ,15.8,7
7,202101010306,Other,8,8,アイノビューティー,小林凌大,ダ,1000,良  ,51.8,8
0,202101010307,Other,4,5,ウインチェレステ,横山武史,芝,1800,良  ,2.0,1
1,202101010307,Other,7,12,ウィリアムバローズ,菱田裕二,芝,1800,良  ,28.7,2
2,202101010307,Other,3,4,メイショウオニユリ,池添謙一,芝,1800,良  ,3.1,3
3,202101010307,Other,2,2,アダムスマイリー,大野拓弥,芝,1800,良  ,14.4,4
4,202101010307,Other,6,10,エルファシル,坂井瑠星,芝,1800,良  ,11.5,5
5,202101010307,Other,4,6,クロスオブドリーム,松田大作,芝,1800,良  ,32.8,6
6,202101010307,Other,3,3,グレートフォーユー,泉谷楓真,芝,1800,良  ,85.9,7
7,202101010307,Other,5,7,ケイティミシェル,小林凌大,芝,1800,良  ,68.1,8
8,202101010307,Other,5,8,シーチェンジ,団野大成,芝,1800,良  ,32.8,9
9,202101010307,Other,6,9,ブラックジャッカル,吉田隼人,芝,1800,良  ,9.1,10
10,202101010307,Other,1,1,ナイトエクスプレス,秋山稔樹,芝,1800,良  ,29.0,11
11,202101010307,Other,8,13,リトルロータス,山田敬士,芝,1800,良  ,327.5,12
12,202101010307,Other,7,11,クロメ,横山和生,芝,1800,良  ,169.9,13
13,202101010307,Other,8,14,ヴィンランド,藤岡佑介,芝,1800,良  ,66.7,14
0,202101010308,Other,4,4,ワルツフォーラン,丹内祐次,ダ,1000,良  ,42.9,1
1,202101010308,Other,7,9,ジェットエンブレム,小沢大仁,ダ,1000,良  ,4.0,2
2,202101010308,Other,5,6,ヒートライトニング,横山琉人,ダ,1000,良  ,13.3,3
3,202101010308,Other,1,1,カクシン,吉田隼人,ダ,1000,良  ,20.5,4
4,202101010308,Other,6,8,イマジンヨウコ,泉谷楓真,ダ,1000,良  ,3.4,5
5,202101010308,Other,6,7,ブルースコード,小林凌大,ダ,1000,良  ,4.2,6
6,202101010308,Other,7,10,サンマルセレッソ,山田敬士,ダ,1000,良  ,16.3,7
7,202101010308,Other,3,3,テイエムメロディー,永島まな,ダ,1000,良  ,6.6,8
8,202101010308,Other,8,12,クリオズナ,秋山稔樹,ダ,1000,良  ,19.1,9
9,202101010308,Other,2,2,メイショウゼッケイ,西谷凜,ダ,1000,良  ,40.6,10
10,202101010308,Other,8,11,トモジャバロンド,横山武史,ダ,1000,良  ,39.8,11
11,202101010308,Other,5,5,ブレイヴガール,坂井瑠星,ダ,1000,良  ,61.1,12
0,202101010309,Other,8,10,ポールスター,横山和生,ダ,1700,良  ,2.9,1
1,202101010309,Other,7,7,モズマゾク,小林凌大,ダ,1700,良  ,2.7,2
2,202101010309,Other,1,1,カネコメノボル,川又賢治,ダ,1700,良  ,6.4,3
3,202101010309,Other,6,6,ドラウプニル,横山武史,ダ,1700,良  ,12.6,4
4,202101010309,Other,7,8,トーセンエディ,菊沢一樹,ダ,1700,良  ,21.3,5
5,202101010309,Other,8,9,シェーン,秋山稔樹,ダ,1700,良  ,40.9,6
6,202101010309,Other,3,3,モノポリーアイズ,永島まな,ダ,1700,良  ,12.9,7
7,202101010309,Other,2,2,キゾク,池添謙一,ダ,1700,良  ,30.7,8
8,202101010309,Other,4,4,タンカノキミ,国分恭介,ダ,1700,良  ,46.7,9
9,202101010309,Other,5,5,タマモヒメギミ,泉谷楓真,ダ,1700,良  ,9.1,10
0,202101010310,Other,2,2,ソーヴァリアント,大野拓弥,芝,2000,良  ,1.3,1
1,202101010310,Other,6,6,サトノハンター,藤岡佑介,芝,2000,良  ,9.3,2
2,202101010310,Other,5,5,アドマイヤハレー,横山武史,芝,2000,良  ,5.7,3
3,202101010310,Other,7,7,ラズルダズル,吉田隼人,芝,2000,良  ,17.7,4
4,202101010310,Other,1,1,ナムラショウグン,川又賢治,芝,2000,良  ,23.3,5
5,202101010310,Other,8,8,ホウオウビクトリー,亀田温心,芝,2000,良  ,16.3,6
6,202101010310,Other,3,3,ダイワセントライト,菊沢一樹,芝,2000,良  ,27.0,7
7,202101010310,Other,4,4,ジュピターズライト,団野大成,芝,2000,良  ,56.9,8
0,202101010311,Other,1,1,シュバルツカイザー,大野拓弥,芝,1500,良  ,2.4,1
1,202101010311,Other,8,9,バルトリ,横山武史,芝,1500,良  ,2.9,2
2,202101010311,Other,7,8,プレトリア,団野大成,芝,1500,良  ,12.5,3
3,202101010311,Other,3,3,イーサンティラノ,古川吉洋,芝,1500,良  ,61.6,4
4,202101010311,Other,2,2,グレイトオーサー,藤岡佑介,芝,1500,良  ,8.4,5
5,202101010311,Other,6,6,ドゥラモット,横山和生,芝,1500,良  ,6.6,6
6,202101010311,Other,5,5,ベッラヴォルタ,菊沢一樹,芝,1500,良  ,22.9,7
7,202101010311,Other,4,4,ニシノアップルパイ,勝浦正樹,芝,1500,良  ,99.4,8
0,202101010312,Other,1,1,ジャズエチュード,秋山稔樹,芝,1200,良  ,3.4,1
1,202101010312,Other,2,3,ヴィズサクセス,大野拓弥,芝,1200,良  ,22.7,2
2,202101010312,Other,3,4,オンラインドリーム,吉田隼人,芝,1200,良  ,12.1,3
3,202101010312,Other,4,6,タイセイグラシア,坂井瑠星,芝,1200,良  ,14.9,4
4,202101010312,Other,4,7,ハッピーホンコン,菱田裕二,芝,1200,良  ,51.2,5
5,202101010312,Other,3,5,マルカエイペックス,藤岡佑介,芝,1200,良  ,15.9,6
6,202101010312,Other,5,8,キョウワセイヴァー,泉谷楓真,芝,1200,良  ,48.1,7
7,202101010312,Other,2,2,ニシノリース,勝浦正樹,芝,1200,良  ,8.4,8
8,202101010312,Other,6,11,コスモカッティーボ,丹内祐次,芝,1200,良  ,56.2,9
9,202101010312,Other,5,9,エンペラーズパレス,水口優也,芝,1200,良  ,212.0,10
10,202101010312,Other,8,14,アメリカンニーニャ,亀田温心,芝,1200,良  ,97.5,11
11,202101010312,Other,7,13,ボイオートス,古川吉洋,芝,1200,良  ,70.8,12
12,202101010312,Other,7,12,ラヴケリー,団野大成,芝,1200,良  ,2.1,13
13,202101010312,Other,6,10,アスカロン,小沢大仁,芝,1200,良  ,182.8,14
14,202101010312,Other,8,15,シシリエンヌ,菊沢一樹,芝,1200,良  ,59.2,15
0,202101010401,Other,7,14,アゼルスタン,藤岡佑介,芝,1200,稍重  ,2.4,1
1,202101010401,Other,3,6,レープハフト,菱田裕二,芝,1200,稍重  ,19.3,2
2,202101010401,Other,2,4,フェアリーバローズ,泉谷楓真,芝,1200,稍重  ,6.4,3
3,202101010401,Other,2,3,エコロキング,池添謙一,芝,1200,稍重  ,3.5,4
4,202101010401,Other,4,8,ナッシュカッツェ,秋山稔樹,芝,1200,稍重  ,35.9,5
5,202101010401,Other,8,16,マテンロウアスカ,大野拓弥,芝,1200,稍重  ,19.5,6
6,202101010401,Other,5,10,エントラーテ,横山琉人,芝,1200,稍重  ,115.8,7
7,202101010401,Other,3,5,イヤーズストレイト,黛弘人,芝,1200,稍重  ,50.6,8
8,202101010401,Other,5,9,ダズリンビジュー,原田和真,芝,1200,稍重  ,30.4,9
9,202101010401,Other,7,13,フジグランツ,丹内祐次,芝,1200,稍重  ,69.8,10
10,202101010401,Other,6,12,ジオパークマグマ,山田敬士,芝,1200,稍重  ,163.6,11
11,202101010401,Other,6,11,サンギネア,古川吉洋,芝,1200,稍重  ,92.5,12
12,202101010401,Other,8,15,レオテソーロ,亀田温心,芝,1200,稍重  ,24.2,13
13,202101010401,Other,4,7,トレジャーバローズ,吉田隼人,芝,1200,稍重  ,48.8,14
14,202101010401,Other,1,1,ラヴインザチャーム,川又賢治,芝,1200,稍重  ,12.5,15
15,202101010401,Other,1,2,ルビースター,永島まな,芝,1200,稍重  ,19.6,16
0,202101010402,Other,5,5,スズカマクフィ,藤岡佑介,ダ,1700,重  ,2.5,1
1,202101010402,Other,1,1,レスペディーザ,池添謙一,ダ,1700,重  ,7.4,2
2,202101010402,Other,7,9,クリスタルスワン,古川吉洋,ダ,1700,重  ,18.8,3
3,202101010402,Other,8,12,キアヌマウナ,黛弘人,ダ,1700,重  ,12.0,4
4,202101010402,Other,6,7,テイエムユキマイ,大野拓弥,ダ,1700,重  ,9.9,5
5,202101010402,Other,2,2,ラリマールース,泉谷楓真,ダ,1700,重  ,6.2,6
6,202101010402,Other,4,4,アーティフィス,横山武史,ダ,1700,重  ,3.5,7
7,202101010402,Other,3,3,フィービー,小沢大仁,ダ,1700,重  ,45.4,8
8,202101010402,Other,5,6,カガノワール,横山琉人,ダ,1700,重  ,277.9,9
9,202101010402,Other,8,11,レピュテーション,秋山稔樹,ダ,1700,重  ,198.3,10
10,202101010402,Other,7,10,ココネージュ,永島まな,ダ,1700,重  ,186.9,11
11,202101010402,Other,6,8,クイントン,服部寿希,ダ,1700,重  ,203.1,12
0,202101010403,Other,8,10,マリノエンブレム,丹内祐次,ダ,1000,重  ,5.4,1
1,202101010403,Other,5,5,スイートカルデア,秋山稔樹,ダ,1000,重  ,15.5,2
2,202101010403,Other,7,8,スマートエミネンス,小沢大仁,ダ,1000,重  ,5.7,3
3,202101010403,Other,4,4,カフェリリー,亀田温心,ダ,1000,重  ,15.0,4
4,202101010403,Other,8,11,スペシャリティ,泉谷楓真,ダ,1000,重  ,51.5,5
5,202101010403,Other,6,6,ドクタースキル,横山琉人,ダ,1000,重  ,14.0,6
6,202101010403,Other,1,1,スマートシエル,吉田隼人,ダ,1000,重  ,33.3,7
7,202101010403,Other,6,7,トップシンデレラ,大野拓弥,ダ,1000,重  ,12.3,8
8,202101010403,Other,2,2,アヴォカド,永島まな,ダ,1000,重  ,4.8,9
9,202101010403,Other,7,9,セキノアトラス,菱田裕二,ダ,1000,重  ,47.3,10
10,202101010403,Other,3,3,スプリングローズ,小林凌大,ダ,1000,重  ,2.9,11
0,202101010404,Other,6,6,コーストライン,泉谷楓真,芝,2000,稍重  ,5.1,1
1,202101010404,Other,8,10,ブリンク,吉田隼人,芝,2000,稍重  ,3.3,2
2,202101010404,Other,1,1,アドマイヤハイジ,武豊,芝,2000,稍重  ,10.8,3
3,202101010404,Other,5,5,アンドルディース,池添謙一,芝,2000,稍重  ,4.9,4
4,202101010404,Other,7,9,ロイヤルアッシュ,菱田裕二,芝,2000,稍重  ,83.8,5
5,202101010404,Other,6,7,ウルザブルン,小沢大仁,芝,2000,稍重  ,8.2,6
6,202101010404,Other,2,2,ナイルローズ,勝浦正樹,芝,2000,稍重  ,79.4,7
7,202101010404,Other,4,4,ハクシンパーソナル,松田大作,芝,2000,稍重  ,38.2,8
8,202101010404,Other,7,8,ロックオブエイジズ,横山武史,芝,2000,稍重  ,3.8,9
9,202101010404,Other,3,3,ネフュージュニア,小林凌大,芝,2000,稍重  ,55.9,10
10,202101010404,Other,8,11,ヒルノベルモンタ,古川吉洋,芝,2000,稍重  ,84.1,11
0,202101010405,Other,8,16,グランアプロウソ,武豊,芝,1200,稍重  ,4.2,1
1,202101010405,Other,3,6,エーティーマクフィ,藤岡佑介,芝,1200,稍重  ,15.6,2
2,202101010405,Other,2,4,ウインマーベル,丹内祐次,芝,1200,稍重  ,16.5,3
3,202101010405,Other,6,12,チェンジザワールド,国分恭介,芝,1200,稍重  ,18.4,4
4,202101010405,Other,1,1,ジョーブリッランテ,大野拓弥,芝,1200,稍重  ,4.1,5
5,202101010405,Other,7,13,テイエムシルバー,古川吉洋,芝,1200,稍重  ,13.7,6
6,202101010405,Other,6,11,ハッピーバレー,泉谷楓真,芝,1200,稍重  ,38.7,7
7,202101010405,Other,4,7,アポロリヤム,横山武史,芝,1200,稍重  ,3.2,8
8,202101010405,Other,3,5,モステニーレ,黛弘人,芝,1200,稍重  ,69.5,9
9,202101010405,Other,8,15,マイアミュレット,亀田温心,芝,1200,稍重  ,104.5,10
10,202101010405,Other,5,9,ドゴン,松田大作,芝,1200,稍重  ,20.4,11
11,202101010405,Other,4,8,ハイスペックマン,山田敬士,芝,1200,稍重  ,186.4,12
12,202101010405,Other,2,3,ゼンダンルーチェ,勝浦正樹,芝,1200,稍重  ,133.6,13
13,202101010405,Other,5,10,ニケテア,吉田隼人,芝,1200,稍重  ,31.6,14
14,202101010405,Other,7,14,パナシュ,水口優也,芝,1200,稍重  ,269.4,15
15,202101010405,Other,1,2,ジーガーデン,秋山稔樹,芝,1200,稍重  ,144.5,16
0,202101010406,Other,5,5,エマージングロール,横山武史,ダ,1700,稍重  ,2.8,1
1,202101010406,Other,6,7,ウォーターボンボン,菱田裕二,ダ,1700,稍重  ,5.3,2
2,202101010406,Other,8,11,ボニンブルー,小崎綾也,ダ,1700,稍重  ,16.7,3
3,202101010406,Other,4,4,メイショウナリヒラ,武豊,ダ,1700,稍重  ,2.1,4
4,202101010406,Other,7,8,ジェイエルブリッジ,小林凌大,ダ,1700,稍重  ,77.3,5
5,202101010406,Other,2,2,エナジーボーイ,山田敬士,ダ,1700,稍重  ,55.3,6
6,202101010406,Other,7,9,ツーエムタイガー,小沢大仁,ダ,1700,稍重  ,16.0,7
7,202101010406,Other,6,6,クツワノセキトリ,丹内祐次,ダ,1700,稍重  ,39.4,8
8,202101010406,Other,1,1,ウインメイキット,黛弘人,ダ,1700,稍重  ,157.8,9
9,202101010406,Other,8,10,クリノサルベージ,藤岡佑介,ダ,1700,稍重  ,17.9,10
10,202101010406,Other,3,3,バラキエル,永島まな,ダ,1700,稍重  ,97.7,11
0,202101010407,Other,7,9,モンファボリ,吉田隼人,芝,1200,良  ,2.3,1
1,202101010407,Other,4,4,テーオーメアリー,武豊,芝,1200,良  ,12.4,2
2,202101010407,Other,3,3,ニシノエルサ,勝浦正樹,芝,1200,良  ,32.0,3
3,202101010407,Other,8,12,エールヴィフ,池添謙一,芝,1200,良  ,11.7,4
4,202101010407,Other,6,8,エターナルハート,小沢大仁,芝,1200,良  ,15.8,5
