,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
15,202103010509,Other,2,4,ピチカートポルカ,武藤雅,芝,2000,良  ,169.9,16
0,202103010510,Other,1,2,クリッパークラス,石川裕紀,芝,1200,良  ,37.5,1
1,202103010510,Other,5,9,グリンデルヴァルト,Ｍ．デム,芝,1200,良  ,3.9,2
2,202103010510,Other,6,12,ネクストストーリー,杉原誠人,芝,1200,良  ,5.2,3
3,202103010510,Other,4,7,オジョーノキセキ,三浦皇成,芝,1200,良  ,17.1,4
4,202103010510,Other,8,16,ヤマニンプレシオサ,柴田善臣,芝,1200,良  ,7.0,5
5,202103010510,Other,3,6,ケワロス,丸山元気,芝,1200,良  ,14.4,6
6,202103010510,Other,4,8,ドクターデューン,戸崎圭太,芝,1200,良  ,26.3,7
7,202103010510,Other,5,10,セイドアモール,菅原明良,芝,1200,良  ,13.1,8
8,202103010510,Other,3,5,マリノスピカ,江田照男,芝,1200,良  ,16.5,9
9,202103010510,Other,7,13,カンタベリーマッハ,木幡巧也,芝,1200,良  ,54.0,10
10,202103010510,Other,7,14,ロンギングバース,石橋脩,芝,1200,良  ,6.9,11
11,202103010510,Other,1,1,ココラ,藤田菜七,芝,1200,良  ,37.0,12
12,202103010510,Other,2,3,ニシノコデマリ,田辺裕信,芝,1200,良  ,19.6,13
13,202103010510,Other,8,15,ゲンパチアイアン,津村明秀,芝,1200,良  ,13.8,14
14,202103010510,Other,2,4,ドリームジャンボ,嶋田純次,芝,1200,良  ,79.8,15
15,202103010510,Other,6,11,リッチクレマチス,原優介,芝,1200,良  ,117.6,16
0,202103010511,Other,6,10,ケンシンコウ,丸山元気,ダ,1700,良  ,8.7,1
1,202103010511,Other,2,2,メイショウハリオ,田辺裕信,ダ,1700,良  ,5.6,2
2,202103010511,Other,3,5,デアフルーグ,津村明秀,ダ,1700,良  ,5.6,3
3,202103010511,Other,6,11,アディラート,三浦皇成,ダ,1700,良  ,16.5,4
4,202103010511,Other,4,6,モズダッシュスター,江田照男,ダ,1700,良  ,16.8,5
5,202103010511,Other,5,9,スマートセラヴィー,野中悠太,ダ,1700,良  ,5.8,6
6,202103010511,Other,5,8,エルデュクラージュ,戸崎圭太,ダ,1700,良  ,11.9,7
7,202103010511,Other,7,12,ロードアクシス,木幡巧也,ダ,1700,良  ,20.0,8
8,202103010511,Other,3,4,マサハヤニース,森一馬,ダ,1700,良  ,46.1,9
9,202103010511,Other,7,13,ハーグリーブス,吉田豊,ダ,1700,良  ,73.2,10
10,202103010511,Other,2,3,バーンスター,石橋脩,ダ,1700,良  ,25.2,11
11,202103010511,Other,4,7,エクスパートラン,永野猛蔵,ダ,1700,良  ,23.4,12
12,202103010511,Other,8,15,マリオ,石川裕紀,ダ,1700,良  ,30.0,13
13,202103010511,Other,1,1,ライトウォーリア,内田博幸,ダ,1700,良  ,5.8,14
14,202103010511,Other,8,14,アードラー,武藤雅,ダ,1700,良  ,29.8,15
0,202103010512,Other,6,11,ノアヴィグラス,藤田菜七,ダ,1150,良  ,4.9,1
1,202103010512,Other,6,12,ベストマジック,石橋脩,ダ,1150,良  ,5.7,2
2,202103010512,Other,8,16,ノヘア,杉原誠人,ダ,1150,良  ,90.0,3
3,202103010512,Other,4,7,ビップエレナ,小林脩斗,ダ,1150,良  ,65.2,4
4,202103010512,Other,8,15,マイグレーション,丸山元気,ダ,1150,良  ,12.3,5
5,202103010512,Other,3,6,レッドカルム,Ｍ．デム,ダ,1150,良  ,13.6,6
6,202103010512,Other,5,10,コトブキレイア,内田博幸,ダ,1150,良  ,49.7,7
7,202103010512,Other,2,3,ホシフルドヒョウ,永野猛蔵,ダ,1150,良  ,69.2,8
8,202103010512,Other,2,4,マリーアミノル,木幡育也,ダ,1150,良  ,16.7,9
9,202103010512,Other,7,14,ディープブルーム,江田照男,ダ,1150,良  ,47.5,10
10,202103010512,Other,3,5,ステラダイヤ,戸崎圭太,ダ,1150,良  ,12.1,11
11,202103010512,Other,5,9,アンビル,木幡初也,ダ,1150,良  ,43.0,12
12,202103010512,Other,1,2,グラウシュトラール,田辺裕信,ダ,1150,良  ,2.3,13
13,202103010512,Other,1,1,アスタウンデッド,木幡巧也,ダ,1150,良  ,47.9,14
14,202103010512,Other,7,13,ペガサスターボ,柴田大知,ダ,1150,良  ,44.8,15
15,202103010512,Other,4,8,トーセンドナルド,原優介,ダ,1150,良  ,162.9,16
0,202103010601,Other,7,9,シゲルファンノユメ,三浦皇成,芝,1200,良  ,1.7,1
1,202103010601,Other,6,6,エシェロン,杉原誠人,芝,1200,良  ,12.8,2
2,202103010601,Other,8,10,ザナイトカフェ,原優介,芝,1200,良  ,6.2,3
3,202103010601,Other,2,2,セキテイホノオー,戸崎圭太,芝,1200,良  ,3.8,4
4,202103010601,Other,8,11,クラウンセト,嘉藤貴行,芝,1200,良  ,24.8,5
5,202103010601,Other,7,8,ウインドアベニュー,永野猛蔵,芝,1200,良  ,140.2,6
6,202103010601,Other,4,4,ネッスンドルマ,田辺裕信,芝,1200,良  ,47.4,7
7,202103010601,Other,3,3,キタノパフューム,武士沢友,芝,1200,良  ,108.3,8
8,202103010601,Other,1,1,ビーイング,嶋田純次,芝,1200,良  ,94.1,9
9,202103010601,Other,6,7,ナムラメイ,丸田恭介,芝,1200,良  ,194.5,10
10,202103010601,Other,5,5,ループアンドループ,小林脩斗,芝,1200,良  ,252.0,11
0,202103010602,Other,1,2,カメハメハタイム,Ｍ．デム,芝,1800,良  ,2.6,1
1,202103010602,Other,5,9,キセキノエンジェル,柴田善臣,芝,1800,良  ,13.1,2
2,202103010602,Other,8,16,ボーンディスウェイ,木幡巧也,芝,1800,良  ,5.8,3
3,202103010602,Other,6,12,コスモフロイデ,柴田大知,芝,1800,良  ,273.0,4
4,202103010602,Other,4,7,ブレットフライ,丸山元気,芝,1800,良  ,36.3,5
5,202103010602,Other,2,3,メルト,的場勇人,芝,1800,良  ,131.2,6
6,202103010602,Other,3,6,トーセンキッド,江田照男,芝,1800,良  ,29.6,7
7,202103010602,Other,5,10,シズオウ,原優介,芝,1800,良  ,113.2,8
8,202103010602,Other,8,15,ビレッジライナー,石川裕紀,芝,1800,良  ,20.9,9
9,202103010602,Other,7,13,ジョブックフィオリ,藤田菜七,芝,1800,良  ,21.4,10
10,202103010602,Other,3,5,ナザレ,三浦皇成,芝,1800,良  ,7.9,11
11,202103010602,Other,4,8,イエローブーケ,菅原明良,芝,1800,良  ,4.3,12
12,202103010602,Other,6,11,ロイズピーク,武藤雅,芝,1800,良  ,77.0,13
13,202103010602,Other,7,14,トップランク,内田博幸,芝,1800,良  ,217.8,14
14,202103010602,Other,2,4,プチョヘンザ,杉原誠人,芝,1800,良  ,82.7,15
15,202103010602,Other,1,1,ネイチャーバラン,野中悠太,芝,1800,良  ,115.7,16
0,202103010603,Other,7,13,エクレルシー,菅原明良,ダ,1700,良  ,21.2,1
1,202103010603,Other,7,12,カンリンポチェ,三浦皇成,ダ,1700,良  ,5.8,2
2,202103010603,Other,1,1,ミッキーセサミ,戸崎圭太,ダ,1700,良  ,3.9,3
3,202103010603,Other,3,5,ターニングアップ,杉原誠人,ダ,1700,良  ,3.5,4
4,202103010603,Other,3,4,アレッサンドロ,永野猛蔵,ダ,1700,良  ,43.9,5
5,202103010603,Other,5,9,ハローマイキー,丸山元気,ダ,1700,良  ,5.4,6
6,202103010603,Other,2,2,ブレーヴトライ,野中悠太,ダ,1700,良  ,18.9,7
7,202103010603,Other,6,11,アシュラム,津村明秀,ダ,1700,良  ,9.2,8
8,202103010603,Other,4,7,ノーブルオリンピア,吉田豊,ダ,1700,良  ,35.7,9
9,202103010603,Other,5,8,ペガサステソーロ,武藤雅,ダ,1700,良  ,33.5,10
10,202103010603,Other,4,6,ルナブランカ,石川裕紀,ダ,1700,良  ,108.2,11
11,202103010603,Other,6,10,リュンヌドネージュ,藤田菜七,ダ,1700,良  ,90.9,12
12,202103010603,Other,2,3,フォートレスヒル,Ｍ．デム,ダ,1700,良  ,26.1,13
13,202103010603,Other,8,15,ジャスティンターボ,木幡巧也,ダ,1700,良  ,133.4,14
14,202103010603,Other,8,14,ディザネイション,江田照男,ダ,1700,良  ,128.7,15
0,202103010604,Other,7,14,スマートルグラン,藤田菜七,芝,1200,良  ,5.2,1
1,202103010604,Other,8,15,リネンデザイン,丸田恭介,芝,1200,良  ,20.7,2
2,202103010604,Other,8,16,ジェミニテソーロ,三浦皇成,芝,1200,良  ,11.4,3
3,202103010604,Other,2,4,ミニマリズム,戸崎圭太,芝,1200,良  ,7.4,4
4,202103010604,Other,6,12,シルバーファーン,永野猛蔵,芝,1200,良  ,38.8,5
5,202103010604,Other,4,7,デストゥリエーレ,田辺裕信,芝,1200,良  ,15.2,6
6,202103010604,Other,1,2,ノーブルパレス,菅原明良,芝,1200,良  ,1.9,7
7,202103010604,Other,6,11,ホノノルーカ,丸山元気,芝,1200,良  ,100.8,8
8,202103010604,Other,5,9,ネロメルレット,津村明秀,芝,1200,良  ,109.2,9
9,202103010604,Other,7,13,クラブジャズ,石川裕紀,芝,1200,良  ,39.8,10
10,202103010604,Other,4,8,リュラネブラ,内田博幸,芝,1200,良  ,10.7,11
11,202103010604,Other,3,6,セイウンピーチ,原優介,芝,1200,良  ,348.3,12
12,202103010604,Other,2,3,マイサンライズ,江田照男,芝,1200,良  ,104.3,13
13,202103010604,Other,5,10,フェットデメール,木幡育也,芝,1200,良  ,46.9,14
14,202103010604,Other,1,1,フローラルドリーム,小林脩斗,芝,1200,良  ,157.0,15
15,202103010604,Other,3,5,ヌンチュール,野中悠太,芝,1200,良  ,225.5,16
0,202103010605,Other,3,6,ミッキーブンブン,石橋脩,芝,1800,良  ,3.1,1
1,202103010605,Other,1,2,ミヤコプレジール,Ｍ．デム,芝,1800,良  ,23.4,2
2,202103010605,Other,6,11,パーカッション,菅原明良,芝,1800,良  ,4.5,3
3,202103010605,Other,1,1,タッチフラッシュ,木幡巧也,芝,1800,良  ,30.6,4
4,202103010605,Other,8,15,ダイメイミライ,江田照男,芝,1800,良  ,6.8,5
5,202103010605,Other,6,12,カイト,田辺裕信,芝,1800,良  ,5.9,6
6,202103010605,Other,5,10,ブレスバイルーラー,津村明秀,芝,1800,良  ,8.5,7
7,202103010605,Other,8,16,マイネルヘリテージ,永野猛蔵,芝,1800,良  ,66.6,8
8,202103010605,Other,4,7,コスモブライヤー,柴田大知,芝,1800,良  ,48.9,9
9,202103010605,Other,7,14,オオフジ,石川裕紀,芝,1800,良  ,118.7,10
10,202103010605,Other,2,4,ユキタカオー,丸田恭介,芝,1800,良  ,141.7,11
11,202103010605,Other,5,9,トーセンフィジカル,原優介,芝,1800,良  ,123.5,12
12,202103010605,Other,7,13,グリーンライズ,小林脩斗,芝,1800,良  ,177.3,13
13,202103010605,Other,4,8,ゼニット,内田博幸,芝,1800,良  ,29.8,14
14,202103010605,Other,3,5,ニシノブチヌケ,三浦皇成,芝,1800,良  ,26.0,15
15,202103010605,Other,2,3,コストリッヒ,木幡育也,芝,1800,良  ,129.8,16
0,202103010606,Other,4,4,カセノダンサー,戸崎圭太,ダ,1150,良  ,2.5,1
1,202103010606,Other,8,13,ベルドラゴ,三浦皇成,ダ,1150,良  ,5.2,2
2,202103010606,Other,5,7,ハピネスガッサン,吉田豊,ダ,1150,良  ,11.5,3
3,202103010606,Other,6,9,ハルキファイト,津村明秀,ダ,1150,良  ,4.9,4
4,202103010606,Other,7,10,トレーネ,木幡巧也,ダ,1150,良  ,86.4,5
5,202103010606,Other,4,5,トモノボーイ,永野猛蔵,ダ,1150,良  ,39.7,6
6,202103010606,Other,8,12,ナナコロビヤオキ,杉原誠人,ダ,1150,良  ,66.5,7
7,202103010606,Other,5,6,カフェアリア,内田博幸,ダ,1150,良  ,7.4,8
8,202103010606,Other,1,1,サンデンガンバレ,柴田善臣,ダ,1150,良  ,59.6,9
9,202103010606,Other,3,3,ジェイケイミリミリ,石川裕紀,ダ,1150,良  ,32.4,10
10,202103010606,Other,6,8,カラニ,武藤雅,ダ,1150,良  ,35.4,11
11,202103010606,Other,7,11,プロバブルチェンジ,菅原明良,ダ,1150,良  ,16.8,12
12,202103010606,Other,2,2,エクラプリエール,丸田恭介,ダ,1150,良  ,190.7,13
0,202103010607,Other,4,7,トロワエスポワール,永野猛蔵,芝,2000,良  ,4.5,1
1,202103010607,Other,6,11,マイネルグロン,柴田大知,芝,2000,良  ,5.3,2
2,202103010607,Other,4,8,エンプレスソウル,丸山元気,芝,2000,良  ,6.1,3
3,202103010607,Other,2,3,ハムレボ,丸田恭介,芝,2000,良  ,28.6,4
4,202103010607,Other,7,13,エイムトゥルー,田辺裕信,芝,2000,良  ,7.7,5
5,202103010607,Other,3,6,ホットポッド,木幡巧也,芝,2000,良  ,13.3,6
6,202103010607,Other,1,2,バーガンディ,江田照男,芝,2000,良  ,31.0,7
7,202103010607,Other,2,4,ボーランズテソーロ,石橋脩,芝,2000,良  ,43.9,8
8,202103010607,Other,5,9,ゴランディ,木幡育也,芝,2000,良  ,119.0,9
9,202103010607,Other,5,10,マイネルパリオート,Ｍ．デム,芝,2000,良  ,3.4,10
10,202103010607,Other,8,15,プリンニシテヤルノ,三浦皇成,芝,2000,良  ,25.1,11
11,202103010607,Other,1,1,ノアブラック,柴田善臣,芝,2000,良  ,81.7,12
12,202103010607,Other,8,16,コパノセイバー,戸崎圭太,芝,2000,良  ,39.9,13
13,202103010607,Other,3,5,レゾンデートル,杉原誠人,芝,2000,良  ,408.1,14
14,202103010607,Other,6,12,ピュアシークレット,嶋田純次,芝,2000,良  ,300.1,15
15,202103010607,Other,7,14,ゴールドレッグス,野中悠太,芝,2000,良  ,130.6,16
0,202103010608,Other,5,7,タマモヒップホップ,永野猛蔵,ダ,1700,良  ,8.3,1
1,202103010608,Other,7,12,トロンアゲイン,柴田善臣,ダ,1700,良  ,8.6,2
2,202103010608,Other,4,5,ボイラーハウス,江田照男,ダ,1700,良  ,3.7,3
3,202103010608,Other,5,8,トーアシオン,津村明秀,ダ,1700,良  ,25.2,4
4,202103010608,Other,3,3,ナリノペッパー,三浦皇成,ダ,1700,良  ,23.4,5
5,202103010608,Other,8,13,スイートフィル,野中悠太,ダ,1700,良  ,19.6,6
6,202103010608,Other,8,14,スパニッシュアート,原優介,ダ,1700,良  ,10.0,7
7,202103010608,Other,2,2,ホテルカリホルニア,戸崎圭太,ダ,1700,良  ,3.4,8
8,202103010608,Other,6,9,スパークインザアイ,武藤雅,ダ,1700,良  ,78.5,9
9,202103010608,Other,1,1,ヴィントミューレ,杉原誠人,ダ,1700,良  ,12.8,10
10,202103010608,Other,6,10,アシタガアルサ,石川裕紀,ダ,1700,良  ,19.0,11
11,202103010608,Other,4,6,セイハロートゥユー,木幡巧也,ダ,1700,良  ,14.9,12
12,202103010608,Other,7,11,リキサンムスタング,小林脩斗,ダ,1700,良  ,95.8,13
13,202103010608,Other,3,4,サトノポーラスター,丸田恭介,ダ,1700,良  ,162.4,14
0,202103010609,Other,4,4,エドノフェリーチェ,Ｍ．デム,芝,2600,良  ,3.1,1
1,202103010609,Other,3,3,ダブルフラット,石橋脩,芝,2600,良  ,3.6,2
2,202103010609,Other,6,7,ハギノカエラ,武藤雅,芝,2600,良  ,35.0,3
3,202103010609,Other,1,1,テーオーフォルテ,津村明秀,芝,2600,良  ,9.2,4
4,202103010609,Other,5,5,ルタンブル,田辺裕信,芝,2600,良  ,8.6,5
5,202103010609,Other,8,11,ヴァンベールシチー,木幡巧也,芝,2600,良  ,70.1,6
6,202103010609,Other,6,6,リアム,菅原明良,芝,2600,良  ,6.9,7
7,202103010609,Other,7,8,サンサルドス,岡田祥嗣,芝,2600,良  ,6.3,8
8,202103010609,Other,8,10,ウインエアフォルク,藤田菜七,芝,2600,良  ,30.2,9
9,202103010609,Other,7,9,シュブリーム,丸田恭介,芝,2600,良  ,81.3,10
10,202103010609,Other,2,2,ファンタスティック,内田博幸,芝,2600,良  ,21.1,11
0,202103010610,Other,2,2,ファンタジステラ,武藤雅,芝,1200,良  ,20.7,1
1,202103010610,Other,6,10,ロジーナ,菅原明良,芝,1200,良  ,8.8,2
2,202103010610,Other,5,8,グッドジュエリー,丸田恭介,芝,1200,良  ,6.6,3
3,202103010610,Other,3,3,トロワマルス,野中悠太,芝,1200,良  ,50.8,4
4,202103010610,Other,6,9,レノーア,石川裕紀,芝,1200,良  ,11.1,5
5,202103010610,Other,3,4,シセイヒテン,丸山元気,芝,1200,良  ,18.1,6
6,202103010610,Other,1,1,アーズローヴァー,Ｍ．デム,芝,1200,良  ,13.5,7
7,202103010610,Other,4,6,トキメキ,田辺裕信,芝,1200,良  ,4.1,8
8,202103010610,Other,5,7,タイセイブランシュ,江田照男,芝,1200,良  ,13.5,9
9,202103010610,Other,7,12,ムスコローソ,嶋田純次,芝,1200,良  ,47.5,10
10,202103010610,Other,8,13,ライバーバード,石橋脩,芝,1200,良  ,7.7,11
11,202103010610,Other,7,11,サウンドカナロア,三浦皇成,芝,1200,良  ,5.1,12
12,202103010610,Other,8,14,ペイシャドリーム,的場勇人,芝,1200,良  ,26.1,13
13,202103010610,Other,4,5,ショウナンアオゾラ,戸崎圭太,芝,1200,良  ,---,除
0,202103010611,Other,2,3,キルロード,内田博幸,芝,1200,良  ,4.1,1
1,202103010611,Other,2,4,ヴェスターヴァルト,菅原明良,芝,1200,良  ,5.3,2
2,202103010611,Other,8,15,アンコールプリュ,武藤雅,芝,1200,良  ,52.5,3
3,202103010611,Other,5,9,シーズンズギフト,丸山元気,芝,1200,良  ,17.5,4
4,202103010611,Other,8,16,ホープフルサイン,柴田善臣,芝,1200,良  ,8.4,5
5,202103010611,Other,6,12,アスコルターレ,戸崎圭太,芝,1200,良  ,7.2,6
6,202103010611,Other,4,8,アイラブテーラー,田辺裕信,芝,1200,良  ,7.3,7
7,202103010611,Other,4,7,マリアズハート,木幡巧也,芝,1200,良  ,15.2,8
8,202103010611,Other,1,1,エレナアヴァンティ,丸田恭介,芝,1200,良  ,11.6,9
9,202103010611,Other,3,5,メイショウカリン,吉田豊,芝,1200,良  ,34.9,10
10,202103010611,Other,5,10,ヤマカツマーメイド,宮崎北斗,芝,1200,良  ,34.6,11
11,202103010611,Other,3,6,インターミッション,石川裕紀,芝,1200,良  ,31.2,12
12,202103010611,Other,6,11,ダイシンバルカン,柴田大知,芝,1200,良  ,137.5,13
13,202103010611,Other,7,14,キングハート,永野猛蔵,芝,1200,良  ,141.5,14
14,202103010611,Other,1,2,レインボーフラッグ,三浦皇成,芝,1200,良  ,24.5,15
15,202103010611,Other,7,13,メイショウキョウジ,津村明秀,芝,1200,良  ,17.2,16
0,202103010612,Other,4,8,トライハード,田辺裕信,ダ,1150,良  ,11.8,1
1,202103010612,Other,5,9,ショウナンアニメ,菅原明良,ダ,1150,良  ,6.7,2
2,202103010612,Other,7,13,サイファーシチー,永野猛蔵,ダ,1150,良  ,3.4,3
3,202103010612,Other,5,10,レッドランサー,津村明秀,ダ,1150,良  ,4.8,4
4,202103010612,Other,8,15,ホウオウジャッジ,柴田大知,ダ,1150,良  ,23.2,5
5,202103010612,Other,3,6,ヒロノトウリョウ,丸田恭介,ダ,1150,良  ,19.2,6
6,202103010612,Other,6,11,コールドターキー,木幡巧也,ダ,1150,良  ,113.0,7
7,202103010612,Other,7,14,ハルワタート,武藤雅,ダ,1150,良  ,103.9,8
8,202103010612,Other,4,7,クリスタルアワード,小林脩斗,ダ,1150,良  ,112.5,9
9,202103010612,Other,1,2,メイショウヒボタン,石川裕紀,ダ,1150,良  ,82.2,10
10,202103010612,Other,8,16,タイキメサイア,原優介,ダ,1150,良  ,51.6,11
11,202103010612,Other,2,4,シオミチクレバ,石橋脩,ダ,1150,良  ,19.6,12
12,202103010612,Other,2,3,トモジャドット,三浦皇成,ダ,1150,良  ,6.6,13
13,202103010612,Other,3,5,レヴァンテ,戸崎圭太,ダ,1150,良  ,15.3,14
14,202103010612,Other,1,1,モリデンアロー,武士沢友,ダ,1150,良  ,30.0,15
15,202103010612,Other,6,12,サノマナ,藤田菜七,ダ,1150,良  ,15.7,16
0,202103020101,Other,1,1,トモノボーイ,菅原明良,ダ,1150,良  ,10.3,1
1,202103020101,Other,6,11,アスターヘキサゴン,角田大和,ダ,1150,良  ,1.7,2
2,202103020101,Other,1,2,マーブルケイケー,吉田隼人,ダ,1150,良  ,9.1,3
3,202103020101,Other,7,14,グレタ,秋山稔樹,ダ,1150,良  ,53.5,4
4,202103020101,Other,8,16,テリオスリノ,松本大輝,ダ,1150,良  ,14.7,5
5,202103020101,Other,3,5,ウルオイ,丹内祐次,ダ,1150,良  ,118.3,6
6,202103020101,Other,2,4,サラフィエル,菊沢一樹,ダ,1150,良  ,79.9,7
7,202103020101,Other,3,6,グラスサーシャ,小林脩斗,ダ,1150,良  ,51.2,8
8,202103020101,Other,8,15,シゲルカンガルー,小林凌大,ダ,1150,良  ,21.8,9
9,202103020101,Other,4,8,デエスデュヴァン,鮫島克駿,ダ,1150,良  ,41.8,10
10,202103020101,Other,2,3,ダグザ,斎藤新,ダ,1150,良  ,6.5,11
11,202103020101,Other,7,13,グットウインド,黛弘人,ダ,1150,良  ,175.1,12
12,202103020101,Other,5,9,パンケーキ,木幡育也,ダ,1150,良  ,84.2,13
13,202103020101,Other,4,7,ヘンボッケ,菅原隆一,ダ,1150,良  ,442.1,14
14,202103020101,Other,5,10,ボンボレーロ,永島まな,ダ,1150,良  ,121.1,15
15,202103020101,Other,6,12,セレブ,木幡巧也,ダ,1150,良  ,47.3,16
0,202103020102,Other,2,3,スマイルアップ,丹内祐次,芝,1200,良  ,19.3,1
1,202103020102,Other,7,13,メルヴィル,西村淳也,芝,1200,良  ,3.9,2
2,202103020102,Other,1,1,イグザルト,菅原明良,芝,1200,良  ,4.6,3
3,202103020102,Other,4,7,コスモサルム,小林脩斗,芝,1200,良  ,32.8,4
4,202103020102,Other,7,14,コズミックフロスト,木幡巧也,芝,1200,良  ,7.1,5
5,202103020102,Other,2,4,プレヴォール,鮫島克駿,芝,1200,良  ,5.4,6
6,202103020102,Other,3,6,ハッピーノリクン,菊沢一樹,芝,1200,良  ,212.6,7
7,202103020102,Other,5,9,ダイメイミライ,黛弘人,芝,1200,良  ,18.7,8
8,202103020102,Other,1,2,カスターニャルーナ,富田暁,芝,1200,良  ,32.6,9
9,202103020102,Other,8,16,ファーンヒル,横山和生,芝,1200,良  ,6.8,10
10,202103020102,Other,6,11,フェリシタシオネス,吉田隼人,芝,1200,良  ,57.5,11
11,202103020102,Other,3,5,ダイヴトゥブルー,亀田温心,芝,1200,良  ,32.0,12
12,202103020102,Other,5,10,ラムリケティ,角田大和,芝,1200,良  ,192.6,13
13,202103020102,Other,8,15,アロマフォルテ,秋山稔樹,芝,1200,良  ,337.7,14
14,202103020102,Other,6,12,ウインオワーズ,武藤雅,芝,1200,良  ,77.1,15
15,202103020102,Other,4,8,フォーネリー,中井裕二,芝,1200,良  ,295.2,16
0,202103020103,Other,8,14,ペイシャオウユー,富田暁,ダ,1700,良  ,9.3,1
1,202103020103,Other,3,4,リアンクール,横山和生,ダ,1700,良  ,1.9,2
2,202103020103,Other,8,15,ラグラスドシエル,鮫島克駿,ダ,1700,良  ,10.6,3
3,202103020103,Other,2,2,アンジェリーブル,丹内祐次,ダ,1700,良  ,31.8,4
4,202103020103,Other,7,13,ラブエスポー,原優介,ダ,1700,良  ,181.3,5
5,202103020103,Other,4,6,ダイヤレイジング,西村淳也,ダ,1700,良  ,14.9,6
6,202103020103,Other,4,7,ハクサンライラック,勝浦正樹,ダ,1700,良  ,43.3,7
7,202103020103,Other,5,9,メイショウクシナダ,亀田温心,ダ,1700,良  ,9.7,8
8,202103020103,Other,6,11,レープハフト,菅原明良,ダ,1700,良  ,15.8,9
9,202103020103,Other,1,1,トップザビル,吉田隼人,ダ,1700,良  ,18.4,10
10,202103020103,Other,6,10,ルージュブラン,秋山稔樹,ダ,1700,良  ,50.5,11
11,202103020103,Other,5,8,アポロリリー,小林凌大,ダ,1700,良  ,10.5,12
12,202103020103,Other,7,12,ララシャルロット,中井裕二,ダ,1700,良  ,18.5,13
13,202103020103,Other,2,3,キタサンマーベラス,松本大輝,ダ,1700,良  ,70.1,14
14,202103020103,Other,3,5,アレナマエストロ,小林脩斗,ダ,1700,良  ,151.1,15
0,202103020104,Other,2,2,タイキフロリゼル,北沢伸也,障芝,2750,良  ,5.3,1
1,202103020104,Other,3,3,ビップデヴィット,五十嵐雄,障芝,2750,良  ,1.9,2
2,202103020104,Other,8,12,ブルーエクセレンス,草野太郎,障芝,2750,良  ,6.3,3
3,202103020104,Other,7,9,ニホンピロマドン,中村将之,障芝,2750,良  ,13.3,4
4,202103020104,Other,4,4,クリノブレーヴ,熊沢重文,障芝,2750,良  ,9.0,5
5,202103020104,Other,5,6,ニシノオクタゴン,江田勇亮,障芝,2750,良  ,17.5,6
6,202103020104,Other,6,8,テンチシンメイ,石神深一,障芝,2750,良  ,12.0,7
7,202103020104,Other,1,1,ダウラギリ,蓑島靖典,障芝,2750,良  ,150.3,8
8,202103020104,Other,5,5,ビッグスコール,上野翔,障芝,2750,良  ,31.8,9
9,202103020104,Other,7,10,ターキッシュバン,大江原圭,障芝,2750,良  ,104.6,10
10,202103020104,Other,6,7,スプリングムーン,伴啓太,障芝,2750,良  ,65.6,11
11,202103020104,Other,8,11,グラスフレイバー,鈴木慶太,障芝,2750,良  ,180.3,12
0,202103020105,Other,1,1,ポルトラーノ,草野太郎,障芝,3350,良  ,8.9,1
1,202103020105,Other,2,2,ホシルミエール,白浜雄造,障芝,3350,良  ,16.7,2
2,202103020105,Other,4,4,マイネルヴァッサー,小野寺祐,障芝,3350,良  ,3.1,3
3,202103020105,Other,6,6,アイファーアクター,蓑島靖典,障芝,3350,良  ,16.7,4
4,202103020105,Other,8,9,ビレッジイーグル,大江原圭,障芝,3350,良  ,3.7,5
5,202103020105,Other,8,10,コウユーヌレエフ,森一馬,障芝,3350,良  ,4.6,6
6,202103020105,Other,7,7,キタノテイオウ,石神深一,障芝,3350,良  ,15.1,7
7,202103020105,Other,7,8,ブルーガーディアン,伴啓太,障芝,3350,良  ,12.4,8
8,202103020105,Other,3,3,シェーンクラート,五十嵐雄,障芝,3350,良  ,15.5,9
9,202103020105,Other,5,5,アキリザーブ,上野翔,障芝,3350,良  ,79.7,10
0,202103020106,Other,2,2,チェリーオリオン,小林凌大,ダ,1700,良  ,72.4,1
1,202103020106,Other,4,5,ブロッコリー,亀田温心,ダ,1700,良  ,19.9,2
2,202103020106,Other,4,4,オニジオオタニ,小林脩斗,ダ,1700,良  ,76.0,3
3,202103020106,Other,5,7,レッドウッドヒル,菅原明良,ダ,1700,良  ,13.3,4
4,202103020106,Other,3,3,タガノチュール,秋山稔樹,ダ,1700,良  ,2.7,5
5,202103020106,Other,5,6,ノットイェット,武藤雅,ダ,1700,良  ,3.0,6
6,202103020106,Other,7,10,イグナーツ,富田暁,ダ,1700,良  ,9.6,7
7,202103020106,Other,6,9,スパークインザアイ,横山琉人,ダ,1700,良  ,69.9,8
8,202103020106,Other,6,8,ジャスティンスター,鮫島克駿,ダ,1700,良  ,19.6,9
9,202103020106,Other,8,12,シゲルモクセイ,西谷凜,ダ,1700,良  ,40.9,10
10,202103020106,Other,7,11,ディーエスボンバー,西村淳也,ダ,1700,良  ,6.8,11
11,202103020106,Other,8,13,オオゾラ,松本大輝,ダ,1700,良  ,17.7,12
12,202103020106,Other,1,1,ジョイライド,原優介,ダ,1700,良  ,266.0,13
0,202103020107,Other,2,4,サルマン,斎藤新,芝,2600,良  ,5.8,1
1,202103020107,Other,5,9,パーディシャー,吉田隼人,芝,2600,良  ,8.7,2
